Ekin,Eterm,Epot,Eint,E,T,P,r1,r2,r12_abs,U12,F12,F1,Step
2615.55718886,1355.19218886,-0.05168577,1355.14050308,2615.50550308,327.18734744,56.45648792,,,0.72093904,-0.05168577,-0.65602962,,589
2615.55452034,1355.18952034,-0.04895671,1355.14056363,2615.50556363,327.18670317,56.45670263,,,0.72508678,-0.04895671,-0.63070271,,590
2615.55195459,1355.18695459,-0.04633476,1355.14061983,2615.50561983,327.18608372,56.45690933,,,0.72923452,-0.04633476,-0.60647345,,591
2615.54948718,1355.18448718,-0.04381517,1355.14067201,2615.50567201,327.185488,56.45710834,,,0.73338226,-0.04381517,-0.58328959,,592
2615.54711387,1355.18211387,-0.04139338,1355.14072049,2615.50572049,327.18491501,56.45729997,,,0.73752999,-0.04139338,-0.56110157,,593
2615.54483062,1355.17983062,-0.03906508,1355.14076554,2615.50576554,327.18436376,56.45748453,,,0.74167772,-0.03906508,-0.53986235,,594
2615.54263359,1355.17763359,-0.03682616,1355.14080742,2615.50580742,327.18383332,56.4576623,,,0.74582545,-0.03682616,-0.51952729,,595
2615.54051912,1355.17551912,-0.03467274,1355.14084638,2615.50584638,327.18332282,56.45783357,,,0.74997317,-0.03467274,-0.50005399,,596
2615.53848371,1355.17348371,-0.03260109,1355.14088263,2615.50588263,327.18283141,56.45799858,,,0.75412089,-0.03260109,-0.48140221,,597
2615.53652405,1355.17152405,-0.03060769,1355.14091636,2615.50591636,327.18235828,56.4581576,,,0.75826861,-0.03060769,-0.46353375,,598
2615.53463695,1355.16963695,-0.02868917,1355.14094778,2615.50594778,327.18190268,56.45831087,,,0.76241632,-0.02868917,-0.44641231,,599
2615.53281939,1355.16781939,-0.02684234,1355.14097705,2615.50597705,327.18146386,56.45845862,,,0.76656403,-0.02684234,-0.43000342,,600
2615.53106848,1355.16606848,-0.02506416,1355.14100432,2615.50600432,327.18104113,56.45860106,,,0.77071174,-0.02506416,-0.41427434,,601
2615.52938147,1355.16438147,-0.02335172,1355.14102975,2615.50602975,327.18063383,56.45873841,,,0.77485945,-0.02335172,-0.39919394,,602
2615.52775572,1355.16275572,-0.02170227,1355.14105346,2615.50605346,327.18024132,56.45887087,,,0.77900715,-0.02170227,-0.38473265,,603
2615.52618873,1355.16118873,-0.02011315,1355.14107558,2615.50607558,327.179863,56.45899864,,,0.78315485,-0.02011315,-0.37086237,,604
2615.5246781,1355.1596781,-0.01858188,1355.14109622,2615.50609622,327.17949829,56.4591219,,,0.78730255,-0.01858188,-0.35755636,,605
2615.52322154,1355.15822154,-0.01710605,1355.1411155,2615.5061155,327.17914663,56.45924082,,,0.79145025,-0.01710605,-0.34478922,,606
2615.52181687,1355.15681687,-0.01568337,1355.1411335,2615.5061335,327.17880749,56.45935559,,,0.79559794,-0.01568337,-0.33253679,,607
2615.520462,1355.155462,-0.01431169,1355.14115031,2615.50615031,327.17848038,56.45946635,,,0.79974563,-0.01431169,-0.32077607,,608
2615.51915494,1355.15415494,-0.0129889,1355.14116603,2615.50616603,327.17816482,56.45957327,,,0.80389332,-0.0129889,-0.3094852,,609
2615.51789377,1355.15289377,-0.01171305,1355.14118073,2615.50618073,327.17786033,56.45967649,,,0.80804101,-0.01171305,-0.29864337,,610
2615.51667669,1355.15167669,-0.01048222,1355.14119447,2615.50619447,327.17756649,56.45977616,,,0.8121887,-0.01048222,-0.28823078,,611
2615.51550194,1355.15050194,-0.00929461,1355.14120733,2615.50620733,327.17728286,56.45987241,,,0.81633638,-0.00929461,-0.27822857,,612
2615.51436787,1355.14936787,-0.00814851,1355.14121936,2615.50621936,327.17700906,56.45996538,,,0.82048406,-0.00814851,-0.2686188,,613
2615.51327287,1355.14827287,-0.00704225,1355.14123062,2615.50623062,327.17674469,56.46005519,,,0.82463174,-0.00704225,-0.25938438,,614
2615.51221544,1355.14721544,-0.00597426,1355.14124117,2615.50624117,327.17648939,56.46014196,,,0.82877942,-0.00597426,-0.25050902,,615
2615.5111941,1355.1461941,-0.00494304,1355.14125106,2615.50625106,327.17624281,56.46022581,,,0.8329271,-0.00494304,-0.24197722,,616
2615.51020747,1355.14520747,-0.00394715,1355.14126032,2615.50626032,327.17600461,56.46030684,,,0.83707478,-0.00394715,-0.2337742,,617
2615.50925421,1355.14425421,-0.00298521,1355.141269,2615.506269,327.17577446,56.46038517,,,0.84122245,-0.00298521,-0.2258859,,618
2615.50833304,1355.14333304,-0.0020559,1355.14127714,2615.50627714,327.17555206,56.46046089,,,0.84537012,-0.0020559,-0.21829888,,619
2615.50744274,1355.14244274,-0.00115797,1355.14128477,2615.50628477,327.17533711,56.4605341,,,0.8495178,-0.00115797,-0.21100035,,620
2615.50658215,1355.14158215,-0.00029021,1355.14129193,2615.50629193,327.17512934,56.4606049,,,0.85366547,-0.00029021,-0.20397811,,621
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.85781314,0.0,0.0,,622
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.8619608,0.0,0.0,,623
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.86610847,0.0,0.0,,624
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.87025614,0.0,0.0,,625
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.87440381,0.0,0.0,,626
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.87855148,0.0,0.0,,627
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.88269915,0.0,0.0,,628
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.88684682,0.0,0.0,,629
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.89099449,0.0,0.0,,630
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.89514216,0.0,0.0,,631
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.89928983,0.0,0.0,,632
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.90343749,0.0,0.0,,633
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.90758516,0.0,0.0,,634
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.91173283,0.0,0.0,,635
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.9158805,0.0,0.0,,636
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.92002817,0.0,0.0,,637
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.92417584,0.0,0.0,,638
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.92832351,0.0,0.0,,639
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.93247118,0.0,0.0,,640
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.93661885,0.0,0.0,,641
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.94076652,0.0,0.0,,642
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.94491418,0.0,0.0,,643
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.94906185,0.0,0.0,,644
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.95320952,0.0,0.0,,645
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.95735719,0.0,0.0,,646
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.96150486,0.0,0.0,,647
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.96565253,0.0,0.0,,648
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.9698002,0.0,0.0,,649
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.97394787,0.0,0.0,,650
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.97809554,0.0,0.0,,651
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.98224321,0.0,0.0,,652
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.98639087,0.0,0.0,,653
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.99053854,0.0,0.0,,654
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.99468621,0.0,0.0,,655
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.99883388,0.0,0.0,,656
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.99701845,0.0,0.0,,657
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.99287078,0.0,0.0,,658
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.98872311,0.0,0.0,,659
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.98457544,0.0,0.0,,660
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.98042777,0.0,0.0,,661
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.9762801,0.0,0.0,,662
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.97213244,0.0,0.0,,663
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.96798477,0.0,0.0,,664
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.9638371,0.0,0.0,,665
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.95968943,0.0,0.0,,666
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.95554176,0.0,0.0,,667
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.95139409,0.0,0.0,,668
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.94724642,0.0,0.0,,669
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.94309875,0.0,0.0,,670
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.93895108,0.0,0.0,,671
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.93480341,0.0,0.0,,672
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.93065574,0.0,0.0,,673
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.92650808,0.0,0.0,,674
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.92236041,0.0,0.0,,675
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.91821274,0.0,0.0,,676
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.91406507,0.0,0.0,,677
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.9099174,0.0,0.0,,678
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.90576973,0.0,0.0,,679
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.90162206,0.0,0.0,,680
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.89747439,0.0,0.0,,681
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.89332672,0.0,0.0,,682
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.88917905,0.0,0.0,,683
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.88503139,0.0,0.0,,684
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.88088372,0.0,0.0,,685
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.87673605,0.0,0.0,,686
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.87258838,0.0,0.0,,687
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.86844071,0.0,0.0,,688
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.86429304,0.0,0.0,,689
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.86014537,0.0,0.0,,690
2615.50615913,1355.14115913,0.0,1355.14115913,2615.50615913,327.17502721,56.46421496,,,0.8559977,0.0,0.0,,691
2615.50658845,1355.14158845,-0.00066639,1355.14092206,2615.50592206,327.17513086,56.46055892,,,0.85185003,-0.00066639,-0.2070185,,692
2615.50746191,1355.14246191,-0.00154722,1355.14091469,2615.50591469,327.17534174,56.46048708,,,0.84770236,-0.00154722,-0.2141602,,693
2615.50836557,1355.14336557,-0.00245873,1355.14090684,2615.50590684,327.17555991,56.46041278,,,0.84355469,-0.00245873,-0.22158347,,694
2615.50930063,1355.14430063,-0.00340216,1355.14089847,2615.50589847,327.17578567,56.46033593,,,0.83940702,-0.00340216,-0.22930075,,695
2615.51026833,1355.14526833,-0.00437879,1355.14088954,2615.50588954,327.1760193,56.46025643,,,0.83525934,-0.00437879,-0.23732511,,696
2615.51126999,1355.14626999,-0.00538998,1355.14088001,2615.50588001,327.17626113,56.46017418,,,0.83111167,-0.00538998,-0.24567026,,697
2615.51230695,1355.14730695,-0.00643711,1355.14086985,2615.50586985,327.17651149,56.46008907,,,0.82696399,-0.00643711,-0.25435057,,698
2615.51338064,1355.14838064,-0.00752166,1355.14085899,2615.50585899,327.17677071,56.46000098,,,0.82281631,-0.00752166,-0.26338114,,699
2615.51449255,1355.14949255,-0.00864516,1355.1408474,2615.5058474,327.17703916,56.4599098,,,0.81866863,-0.00864516,-0.2727778,,700
2615.51564423,1355.15064423,-0.00980922,1355.14083501,2615.50583501,327.17731722,56.45981541,,,0.81452095,-0.00980922,-0.28255719,,701
2615.5168373,1355.1518373,-0.01101553,1355.14082177,2615.50582177,327.17760526,56.45971768,,,0.81037326,-0.01101553,-0.29273676,,702
2615.51807346,1355.15307346,-0.01226584,1355.14080762,2615.50580762,327.17790371,56.45961647,,,0.80622558,-0.01226584,-0.30333485,,703
2615.51935448,1355.15435448,-0.01356199,1355.14079249,2615.50579249,327.17821299,56.45951165,,,0.80207789,-0.01356199,-0.31437073,,704
2615.52068223,1355.15568223,-0.01490593,1355.1407763,2615.5057763,327.17853355,56.45940307,,,0.7979302,-0.01490593,-0.32586462,,705
2615.52205865,1355.15705865,-0.01629967,1355.14075897,2615.50575897,327.17886586,56.45929057,,,0.79378251,-0.01629967,-0.33783781,,706
2615.52348577,1355.15848577,-0.01774534,1355.14074043,2615.50574043,327.17921042,56.45917401,,,0.78963481,-0.01774534,-0.35031263,,707
2615.52496572,1355.15996572,-0.01924515,1355.14072057,2615.50572057,327.17956773,56.45905321,,,0.78548712,-0.01924515,-0.36331258,,708
2615.52650073,1355.16150073,-0.02080144,1355.14069929,2615.50569929,327.17993833,56.458928,,,0.78133942,-0.02080144,-0.37686237,,709
2615.52809314,1355.16309314,-0.02241665,1355.14067649,2615.50567649,327.18032279,56.4587982,,,0.77719171,-0.02241665,-0.39098796,,710
2615.52974538,1355.16474538,-0.02409334,1355.14065204,2615.50565204,327.18072169,56.45866362,,,0.77304401,-0.02409334,-0.40571669,,711
2615.53146003,1355.16646003,-0.02583421,1355.14062582,2615.50562582,327.18113566,56.45852407,,,0.7688963,-0.02583421,-0.42107728,,712
2615.53323977,1355.16823977,-0.02764207,1355.1405977,2615.5055977,327.18156535,56.45837933,,,0.7647486,-0.02764207,-0.43709999,,713
2615.5350874,1355.1700874,-0.02951989,1355.14056751,2615.50556751,327.18201143,56.4582292,,,0.76060088,-0.02951989,-0.45381663,,714
2615.53700588,1355.17200588,-0.03147078,1355.1405351,2615.5055351,327.18247461,56.45807344,,,0.75645317,-0.03147078,-0.47126068,,715
2615.53899829,1355.17399829,-0.03349801,1355.14050028,2615.50550028,327.18295564,56.45791182,,,0.75230545,-0.03349801,-0.48946742,,716
2615.54106788,1355.17606788,-0.03560501,1355.14046288,2615.50546288,327.18345531,56.45774411,,,0.74815773,-0.03560501,-0.50847395,,717
2615.54321805,1355.17821805,-0.03779538,1355.14042267,2615.50542267,327.18397443,56.45757003,,,0.74401001,-0.03779538,-0.52831937,,718
2615.54545236,1355.18045236,-0.04007293,1355.14037943,2615.50537943,327.18451387,56.45738932,,,0.73986228,-0.04007293,-0.54904483,,719
2615.54777454,1355.18277454,-0.04244163,1355.14033291,2615.50533291,327.18507452,56.4572017,,,0.73571455,-0.04244163,-0.57069369,,720
2615.55018854,1355.18518854,-0.04490569,1355.14028285,2615.50528285,327.18565733,56.45700687,,,0.73156681,-0.04490569,-0.59331165,,721
2615.55269845,1355.18769845,-0.0474695,1355.14022895,2615.50522895,327.18626331,56.45680454,,,0.72741908,-0.0474695,-0.61694682,,722
2615.55530862,1355.19030862,-0.05013773,1355.14017089,2615.50517089,327.18689349,56.45659438,,,0.72327133,-0.05013773,-0.64164992,,723
2615.55802358,1355.19302358,-0.05291525,1355.14010833,2615.50510833,327.18754897,56.45637605,,,0.71912359,-0.05291525,-0.66747441,,724
2615.5608481,1355.1958481,-0.05580721,1355.14004088,2615.50504088,327.1882309,56.45614921,,,0.71497584,-0.05580721,-0.69447663,,725
2615.56378718,1355.19878718,-0.05881904,1355.13996814,2615.50496814,327.18894049,56.45591349,,,0.71082808,-0.05881904,-0.72271597,,726
2615.56684609,1355.20184609,-0.06195643,1355.13988966,2615.50488966,327.18967901,56.45566851,,,0.70668032,-0.06195643,-0.75225504,,727
2615.57003036,1355.20503036,-0.06522543,1355.13980494,2615.50480494,327.19044779,56.45541386,,,0.70253256,-0.06522543,-0.78315987,,728
2615.5733458,1355.2083458,-0.06863236,1355.13971344,2615.50471344,327.19124825,56.45514914,,,0.69838479,-0.06863236,-0.81550007,,729
2615.57679851,1355.21179851,-0.07218392,1355.13961459,2615.50461459,327.19208184,56.45487391,,,0.69423701,-0.07218392,-0.84934905,,730
2615.58039491,1355.21539491,-0.07588717,1355.13950774,2615.50450774,327.19295013,56.4545877,,,0.69008923,-0.07588717,-0.88478424,,731
2615.58414175,1355.21914175,-0.07974957,1355.13939218,2615.50439218,327.19385474,56.45429006,,,0.68594145,-0.07974957,-0.92188728,,732
2615.58804613,1355.22304613,-0.08377897,1355.13926716,2615.50426716,327.19479738,56.45398048,,,0.68179366,-0.08377897,-0.9607443,,733
2615.59211552,1355.22711552,-0.08798369,1355.13913183,2615.50413183,327.19577987,56.45365844,,,0.67764586,-0.08798369,-1.00144612,,734
2615.59635776,1355.23135776,-0.09237248,1355.13898527,2615.50398527,327.19680408,56.45332341,,,0.67349806,-0.09237248,-1.04408853,,735
2615.60078111,1355.23578111,-0.09695463,1355.13882648,2615.50382648,327.19787202,56.45297483,,,0.66935025,-0.09695463,-1.08877258,,736
2615.60539426,1355.24039426,-0.10173993,1355.13865433,2615.50365433,327.19898579,56.45261211,,,0.66520243,-0.10173993,-1.13560482,,737
2615.61020637,1355.24520637,-0.10673873,1355.13846763,2615.50346763,327.20014758,56.45223464,,,0.6610546,-0.10673873,-1.18469762,,738
2615.61522704,1355.25022704,-0.111962,1355.13826504,2615.50326504,327.20135974,56.45184179,,,0.65690677,-0.111962,-1.23616948,,739
2615.62046642,1355.25546642,-0.11742133,1355.13804508,2615.50304508,327.20262469,56.45143289,,,0.65275893,-0.11742133,-1.29014531,,740
2615.62593515,1355.26093515,-0.12312899,1355.13780616,2615.50280616,327.20394502,56.45100727,,,0.64861108,-0.12312899,-1.34675684,,741
2615.63164447,1355.26664447,-0.12909797,1355.13754649,2615.50254649,327.20532344,56.4505642,,,0.64446323,-0.12909797,-1.40614286,,742
2615.63760618,1355.27260618,-0.13534205,1355.13726413,2615.50226413,327.20676279,56.45010295,,,0.64031536,-0.13534205,-1.46844966,,743
2615.64383272,1355.27883272,-0.1418758,1355.13695693,2615.50195693,327.20826608,56.44962275,,,0.63616749,-0.1418758,-1.53383133,,744
2615.65033719,1355.28533719,-0.14871468,1355.13662251,2615.50162251,327.20983647,56.4491228,,,0.6320196,-0.14871468,-1.60245015,,745
2615.65713336,1355.29213336,-0.15587509,1355.13625827,2615.50125827,327.21147728,56.44860229,,,0.62787171,-0.15587509,-1.67447698,,746
2615.66423576,1355.29923576,-0.16337443,1355.13586132,2615.50086132,327.21319203,56.44806037,,,0.6237238,-0.16337443,-1.7500916,,747
2615.67165965,1355.30665965,-0.17123116,1355.13542849,2615.50042849,327.2149844,56.44749616,,,0.61957589,-0.17123116,-1.82948311,,748
2615.67942111,1355.31442111,-0.17946486,1355.13495625,2615.49995625,327.21685827,56.44690876,,,0.61542796,-0.17946486,-1.91285028,,749
2615.68753708,1355.32253708,-0.18809636,1355.13444072,2615.49944072,327.21881773,56.44629726,,,0.61128002,-0.18809636,-2.00040194,,750
2615.69602537,1355.33102537,-0.19714777,1355.13387759,2615.49887759,327.22086707,56.4456607,,,0.60713207,-0.19714777,-2.09235729,,751
2615.70490472,1355.33990472,-0.2066426,1355.13326211,2615.49826211,327.22301084,56.44499812,,,0.6029841,-0.2066426,-2.18894625,,752
2615.71419486,1355.34919486,-0.21660586,1355.132589,2615.497589,327.22525378,56.44430853,,,0.59883612,-0.21660586,-2.29040972,,753
2615.72391653,1355.35891653,-0.22706413,1355.13185241,2615.49685241,327.22760091,56.44359095,,,0.59468812,-0.22706413,-2.39699988,,754
2615.73409156,1355.36909156,-0.23804572,1355.13104584,2615.49604584,327.23005749,56.44284437,,,0.59054011,-0.23804572,-2.50898031,,755
2615.74474288,1355.37974288,-0.24958077,1355.1301621,2615.4951621,327.23262906,56.44206777,,,0.58639209,-0.24958077,-2.62662616,,756
2615.75589458,1355.39089458,-0.26170139,1355.12919319,2615.49419319,327.23532144,56.44126016,,,0.58224405,-0.26170139,-2.75022416,,757
2615.76757198,1355.40257198,-0.27444179,1355.12813019,2615.49313019,327.23814075,56.44042053,,,0.57809599,-0.27444179,-2.88007258,,758
2615.77980167,1355.41480167,-0.28783844,1355.12696322,2615.49196322,327.24109339,56.43954793,,,0.57394791,-0.28783844,-3.01648093,,759
2615.79261151,1355.42761151,-0.30193026,1355.12568125,2615.49068125,327.2441861,56.43864139,,,0.56979981,-0.30193026,-3.15976964,,760
2615.80603075,1355.44103075,-0.31675876,1355.12427199,2615.48927199,327.24742594,56.43770004,,,0.56565169,-0.31675876,-3.31026947,,761
2615.82009002,1355.45509002,-0.33236827,1355.12272175,2615.48772175,327.2508203,56.43672304,,,0.56150355,-0.33236827,-3.46832059,,762
2615.83482136,1355.46982136,-0.34880612,1355.12101525,2615.48601525,327.25437693,56.43570962,,,0.55735539,-0.34880612,-3.63427152,,763
2615.85025831,1355.48525831,-0.3661229,1355.11913541,2615.48413541,327.25810391,56.43465915,,,0.55320721,-0.3661229,-3.80847755,,764
2615.86643586,1355.50143586,-0.3843727,1355.11706315,2615.48206315,327.26200969,56.43357111,,,0.549059,-0.3843727,-3.99129884,,765
2615.88339051,1355.51839051,-0.40361336,1355.11477715,2615.47977715,327.2661031,56.43244512,,,0.54491077,-0.40361336,-4.18309789,,766
2615.90116027,1355.53616027,-0.42390676,1355.11225352,2615.47725352,327.27039329,56.43128104,,,0.54076251,-0.42390676,-4.38423646,,767
2615.91978465,1355.55478465,-0.44531915,1355.1094655,2615.4744655,327.27488982,56.43007893,,,0.53661422,-0.44531915,-4.59507167,,768
2615.9393046,1355.5743046,-0.46792151,1355.10638309,2615.47138309,327.27960257,56.42883915,,,0.53246591,-0.46792151,-4.81595129,,769
2615.95976251,1355.59476251,-0.49178985,1355.10297266,2615.46797266,327.28454177,56.42756243,,,0.52831756,-0.49178985,-5.04720786,,770
2615.98120208,1355.61620208,-0.51700566,1355.09919642,2615.46419642,327.28971798,56.42624987,,,0.52416918,-0.51700566,-5.28915156,,771
2616.00366825,1355.63866825,-0.54365634,1355.09501191,2615.46001191,327.29514204,56.42490311,,,0.52002077,-0.54365634,-5.54206163,,772
2616.02720704,1355.66220704,-0.57183563,1355.09037141,2615.45537141,327.30082507,56.42352435,,,0.51587232,-0.57183563,-5.80617587,,773
2616.05186533,1355.68686533,-0.60164414,1355.0852212,2615.4502212,327.30677838,56.42211648,,,0.51172384,-0.60164414,-6.08167805,,774
2616.07769064,1355.71269064,-0.63318985,1355.07950079,2615.44450079,327.31301345,56.42068323,,,0.50757531,-0.63318985,-6.36868278,,775
2616.10473078,1355.73973078,-0.66658874,1355.07314204,2615.43814204,327.31954182,56.41922929,,,0.50342675,-0.66658874,-6.66721728,,776
2616.13303344,1355.76803344,-0.70196535,1355.06606809,2615.43106809,327.326375,56.41776049,,,0.49927814,-0.70196535,-6.97719958,,777
2616.1626457,1355.7976457,-0.73945345,1355.05819225,2615.42319225,327.33352436,56.416284,,,0.49512949,-0.73945345,-7.29841239,,778
2616.19361341,1355.82861341,-0.77919678,1355.04941664,2615.41441664,327.34100097,56.41480858,,,0.49098079,-0.77919678,-7.63047187,,779
2616.2259804,1355.8609804,-0.82134967,1355.03963072,2615.40463072,327.34881541,56.41334481,,,0.48683205,-0.82134967,-7.9727903,,780
2616.25978753,1355.89478753,-0.86607791,1355.02870962,2615.39370962,327.35697754,56.41190548,,,0.48268325,-0.86607791,-8.32453151,,781
2616.2950716,1355.9300716,-0.91355944,1355.01651216,2615.38151216,327.36549626,56.41050591,,,0.47853441,-0.91355944,-8.68455771,,782
2616.33186393,1355.96686393,-0.96398513,1355.0028788,2615.3678788,327.37437912,56.4091644,,,0.4743855,-0.96398513,-9.05136597,,783
2616.37018867,1356.00518867,-1.01755953,1354.98762914,2615.35262914,327.38363196,56.40790276,,,0.47023654,-1.01755953,-9.42301251,,784
2616.41006084,1356.04506084,-1.07450155,1354.9705593,2615.3355593,327.3932584,56.40674691,,,0.46608752,-1.07450155,-9.79702234,,785
2616.45148385,1356.08648385,-1.13504497,1354.95143888,2615.31643888,327.40325925,56.40572758,,,0.46193844,-1.13504497,-10.17028142,,786
2616.4944466,1356.1294466,-1.19943886,1354.93000774,2615.29500774,327.41363185,56.40488113,,,0.45778929,-1.19943886,-10.538908,,787
2616.53891998,1356.17391998,-1.26794758,1354.90597239,2615.27097239,327.42436917,56.40425053,,,0.45364007,-1.26794758,-10.89809892,,788
2616.58485265,1356.21985265,-1.3408504,1354.87900225,2615.24400225,327.43545881,56.40388654,,,0.44949079,-1.3408504,-11.24194613,,789
2616.63216601,1356.26716601,-1.41844041,1354.84872561,2615.21372561,327.44688179,56.40384901,,,0.44534144,-1.41844041,-11.5632173,,790
